sequence,frame,gt_x,gt_y,gt_w,gt_h,pred_x,pred_y,pred_w,pred_h,iou
BlurCar2,0006.jpg,259,240,118,97,277,237,122,99,0.6894570525711002
BlurCar2,0007.jpg,252,247,119,98,277,227,122,99,0.45519185975235993
BlurCar2,0008.jpg,243,253,121,98,277,237,122,99,0.4320071791803769
BlurCar2,0009.jpg,250,255,125,97,287,227,122,99,0.34798106377053745
BlurCar2,0010.jpg,263,260,125,99,297,247,122,99,0.47068021892103207
BlurCar2,0011.jpg,255,271,129,97,317,237,122,99,0.2152105159122356
BlurCar2,0012.jpg,251,270,123,97,337,237,122,99,0.11322854360829045
BlurCar2,0013.jpg,252,269,124,101,357,257,122,99,0.07202928232166979
BlurCar2,0014.jpg,261,276,122,98,377,247,122,99,0.017786059117472684
BlurCar2,0015.jpg,268,289,121,101,387,257,122,99,0.005545210014483757
BlurCar2,0016.jpg,273,301,123,104,367,237,122,99,0.042548731922028925
BlurCar2,0017.jpg,278,308,129,101,377,247,122,99,0.04756540242833897
BlurCar2,0018.jpg,267,306,119,102,397,267,122,99,0.0
BlurCar2,0019.jpg,248,295,115,98,377,287,122,99,0.0
BlurCar2,0020.jpg,247,278,117,100,377,277,122,99,0.0
BlurCar2,0021.jpg,252,265,121,101,377,297,122,99,0.0
BlurCar2,0022.jpg,271,254,114,105,387,287,122,99,0.0
BlurCar2,0023.jpg,285,262,113,102,407,287,122,99,0.0
BlurCar2,0024.jpg,270,281,117,100,427,307,122,99,0.0
BlurCar2,0025.jpg,239,299,117,103,427,307,122,99,0.0
BlurCar2,0026.jpg,225,298,112,99,417,317,122,99,0.0
BlurCar2,0027.jpg,244,272,118,100,397,297,122,99,0.0
BlurCar2,0028.jpg,270,251,118,100,417,277,122,99,0.0
BlurCar2,0029.jpg,282,254,126,99,427,277,122,99,0.0
BlurCar2,0030.jpg,291,262,125,101,417,257,122,99,0.0
BlurCar2,0031.jpg,282,268,123,101,427,237,122,99,0.0
BlurCar2,0032.jpg,256,263,122,99,407,217,122,99,0.0
BlurCar2,0033.jpg,221,256,125,102,407,197,122,99,0.0
BlurCar2,0034.jpg,210,250,116,104,387,197,122,99,0.0
BlurCar2,0035.jpg,209,252,129,103,397,207,122,99,0.0
BlurCar2,0036.jpg,220,251,123,104,387,197,122,99,0.0
BlurCar2,0037.jpg,221,254,127,101,407,187,122,99,0.0
BlurCar2,0038.jpg,226,260,119,102,407,207,122,99,0.0
BlurCar2,0039.jpg,216,260,121,104,387,227,122,99,0.0
BlurCar2,0040.jpg,211,256,126,99,407,227,122,99,0.0
BlurCar2,0041.jpg,210,241,124,100,387,207,122,99,0.0
BlurCar2,0042.jpg,214,224,122,101,367,187,122,99,0.0
BlurCar2,0043.jpg,226,205,127,105,357,187,122,99,0.0
BlurCar2,0044.jpg,237,207,125,104,367,187,122,99,0.0
BlurCar2,0045.jpg,223,227,129,105,357,207,122,99,0.0
BlurCar2,0046.jpg,218,250,124,109,347,227,122,99,0.0
BlurCar2,0047.jpg,220,261,135,108,367,217,122,99,0.0
BlurCar2,0048.jpg,241,272,124,103,357,207,122,99,0.011066807714215966
BlurCar2,0049.jpg,230,282,129,106,367,217,122,99,0.0
BlurCar2,0050.jpg,223,289,123,108,347,227,122,99,0.0
BlurCar2,0051.jpg,222,275,123,108,347,217,122,99,0.0
BlurCar2,0052.jpg,209,252,128,106,357,227,122,99,0.0
BlurCar2,0053.jpg,207,231,118,105,337,207,122,99,0.0
BlurCar2,0054.jpg,207,222,142,106,347,187,122,99,0.004740389600770313
BlurCar2,0055.jpg,224,222,126,108,347,207,122,99,0.009907997169143666
BlurCar2,0056.jpg,226,226,139,104,357,217,122,99,0.027891841636321375
BlurCar2,0057.jpg,241,221,128,101,367,207,122,99,0.0068449025607988405
BlurCar2,0058.jpg,248,210,124,102,377,227,122,99,0.0
BlurCar2,0059.jpg,241,211,122,102,377,227,122,99,0.0
BlurCar2,0060.jpg,220,224,123,106,357,207,122,99,0.0
BlurCar2,0061.jpg,200,248,128,103,337,207,122,99,0.0
BlurCar2,0062.jpg,194,254,135,102,337,217,122,99,0.0
BlurCar2,0063.jpg,211,243,140,107,347,217,122,99,0.010909362624224763
BlurCar2,0064.jpg,236,235,138,106,367,217,122,99,0.021691725008607828
BlurCar2,0065.jpg,249,222,132,103,377,237,122,99,0.013900955690703735
BlurCar2,0066.jpg,248,211,138,105,387,237,122,99,0.0
BlurCar2,0067.jpg,247,203,129,106,407,217,122,99,0.0
BlurCar2,0068.jpg,224,209,134,104,387,237,122,99,0.0
BlurCar2,0069.jpg,197,220,133,109,387,247,122,99,0.0
BlurCar2,0070.jpg,183,217,132,104,377,247,122,99,0.0
BlurCar2,0071.jpg,172,202,144,109,367,227,122,99,0.0
BlurCar2,0072.jpg,177,171,141,110,357,207,122,99,0.0
BlurCar2,0073.jpg,175,165,136,106,337,187,122,99,0.0
BlurCar2,0074.jpg,172,182,145,105,337,197,122,99,0.0
BlurCar2,0075.jpg,206,182,134,103,327,197,122,99,0.046248382923673996
BlurCar2,0076.jpg,237,176,140,104,307,197,122,99,0.2789514115613597
BlurCar2,0077.jpg,229,197,143,111,287,177,122,99,0.3162083254850254
BlurCar2,0078.jpg,214,254,146,110,307,197,122,99,0.0859061438715653
BlurCar2,0079.jpg,226,309,150,111,307,217,122,99,0.017100371747211896
BlurCar2,0080.jpg,274,335,155,110,327,227,122,99,0.0
BlurCar2,0081.jpg,298,320,154,112,347,217,122,99,0.0
BlurCar2,0082.jpg,281,285,144,112,357,227,122,99,0.10968604925643245
BlurCar2,0083.jpg,240,248,145,109,377,217,122,99,0.019898313764219612
BlurCar2,0084.jpg,200,220,141,114,357,197,122,99,0.0
BlurCar2,0085.jpg,185,212,141,116,337,187,122,99,0.0
BlurCar2,0086.jpg,192,230,137,112,337,197,122,99,0.0
BlurCar2,0087.jpg,199,251,139,109,357,197,122,99,0.0
BlurCar2,0088.jpg,199,248,134,111,337,197,122,99,0.0
BlurCar2,0089.jpg,206,227,130,114,337,197,122,99,0.0
BlurCar2,0090.jpg,210,205,136,112,357,207,122,99,0.0
BlurCar2,0091.jpg,214,189,129,112,367,217,122,99,0.0
BlurCar2,0092.jpg,199,192,148,113,357,227,122,99,0.0
BlurCar2,0093.jpg,193,211,150,111,347,237,122,99,0.0
BlurCar2,0094.jpg,209,225,144,108,367,257,122,99,0.0
BlurCar2,0095.jpg,236,218,145,112,387,247,122,99,0.0
BlurCar2,0096.jpg,250,209,152,110,407,227,122,99,0.0
BlurCar2,0097.jpg,264,211,151,111,427,237,122,99,0.0
BlurCar2,0098.jpg,296,227,149,109,447,257,122,99,0.0
BlurCar2,0099.jpg,330,237,150,111,467,237,122,99,0.04690062315513283
BlurCar2,0100.jpg,354,235,150,117,477,247,122,99,0.09916527545909849
BlurCar2,0101.jpg,360,224,137,112,497,237,122,99,0.0
BlurCar2,0102.jpg,336,209,150,109,497,217,122,99,0.0
BlurCar2,0103.jpg,311,196,139,117,517,217,122,99,0.0
BlurCar2,0104.jpg,295,202,133,113,497,227,122,99,0.0
BlurCar2,0105.jpg,292,202,139,119,497,227,122,99,0.0
BlurCar2,0106.jpg,293,202,141,117,507,237,122,99,0.0
BlurCar2,0107.jpg,284,208,142,123,497,237,122,99,0.0
BlurCar2,0108.jpg,272,222,147,122,487,257,122,99,0.0
BlurCar2,0109.jpg,268,230,144,120,467,237,122,99,0.0
BlurCar2,0110.jpg,271,232,147,121,487,257,122,99,0.0
BlurCar2,0111.jpg,278,233,146,116,467,277,122,99,0.0
BlurCar2,0112.jpg,258,249,136,116,467,277,122,99,0.0
BlurCar2,0113.jpg,220,253,148,123,487,257,122,99,0.0
BlurCar2,0114.jpg,216,243,138,119,507,277,122,99,0.0
BlurCar2,0115.jpg,236,222,138,116,487,277,122,99,0.0
BlurCar2,0116.jpg,260,201,144,123,497,267,122,99,0.0
BlurCar2,0117.jpg,264,195,148,117,507,247,122,99,0.0
BlurCar2,0118.jpg,253,203,147,125,497,227,122,99,0.0
BlurCar2,0119.jpg,239,222,146,118,507,237,122,99,0.0
BlurCar2,0120.jpg,232,235,152,119,497,237,122,99,0.0
BlurCar2,0121.jpg,243,243,142,116,477,257,122,99,0.0
BlurCar2,0122.jpg,264,241,140,116,467,277,122,99,0.0
BlurCar2,0123.jpg,275,237,145,115,447,257,122,99,0.0
BlurCar2,0124.jpg,268,230,143,112,437,247,122,99,0.0
BlurCar2,0125.jpg,258,223,142,116,437,257,122,99,0.0
BlurCar2,0126.jpg,268,232,139,112,417,257,122,99,0.0
BlurCar2,0127.jpg,287,232,138,113,437,257,122,99,0.0
BlurCar2,0128.jpg,282,220,147,116,437,247,122,99,0.0
BlurCar2,0129.jpg,267,202,142,117,417,227,122,99,0.0
BlurCar2,0130.jpg,246,192,153,121,407,207,122,99,0.0
BlurCar2,0131.jpg,254,191,148,113,407,217,122,99,0.0
BlurCar2,0132.jpg,253,192,161,119,417,217,122,99,0.0
BlurCar2,0133.jpg,245,193,144,116,427,197,122,99,0.0
BlurCar2,0134.jpg,218,187,141,113,407,207,122,99,0.0
BlurCar2,0135.jpg,204,183,135,113,387,217,122,99,0.0
BlurCar2,0136.jpg,213,176,139,117,407,207,122,99,0.0
BlurCar2,0137.jpg,223,175,142,118,387,207,122,99,0.0
BlurCar2,0138.jpg,204,174,144,117,397,197,122,99,0.0
BlurCar2,0139.jpg,161,179,140,119,417,177,122,99,0.0
BlurCar2,0140.jpg,136,190,150,116,407,197,122,99,0.0
BlurCar2,0141.jpg,180,193,157,119,427,207,122,99,0.0
BlurCar2,0142.jpg,253,196,144,111,437,227,122,99,0.0
BlurCar2,0143.jpg,284,194,144,118,437,207,122,99,0.0
BlurCar2,0144.jpg,289,198,141,113,427,187,122,99,0.009514542112660828
BlurCar2,0145.jpg,286,198,131,119,447,187,122,99,0.0
BlurCar2,0146.jpg,265,187,138,118,457,187,122,99,0.0
BlurCar2,0147.jpg,226,184,136,114,447,187,122,99,0.0
BlurCar2,0148.jpg,194,180,141,119,427,177,122,99,0.0
BlurCar2,0149.jpg,195,185,143,113,417,177,122,99,0.0
BlurCar2,0150.jpg,203,184,153,118,427,177,122,99,0.0
BlurCar2,0151.jpg,207,182,151,119,427,177,122,99,0.0
BlurCar2,0152.jpg,197,177,149,118,427,187,122,99,0.0
BlurCar2,0153.jpg,198,180,146,111,407,187,122,99,0.0
BlurCar2,0154.jpg,203,173,145,118,417,167,122,99,0.0
BlurCar2,0155.jpg,220,172,145,117,397,187,122,99,0.0
BlurCar2,0156.jpg,250,165,150,114,387,177,122,99,0.046143917392707325
BlurCar2,0157.jpg,264,146,153,116,367,157,122,99,0.19898697539797394
BlurCar2,0158.jpg,252,145,146,115,387,157,122,99,0.03920227509989561
BlurCar2,0159.jpg,241,153,147,117,367,137,122,99,0.06330355197210721
BlurCar2,0160.jpg,262,149,141,116,347,127,122,99,0.1787579802669762
BlurCar2,0161.jpg,287,144,142,112,367,127,122,99,0.22202812472705039
BlurCar2,0162.jpg,296,147,144,116,387,137,122,99,0.19601080407230417
BlurCar2,0163.jpg,284,171,145,120,387,157,122,99,0.1377952755905512
BlurCar2,0164.jpg,269,215,142,116,407,137,122,99,0.002950888779596712
BlurCar2,0165.jpg,263,242,143,110,407,117,122,99,0.0
BlurCar2,0166.jpg,266,227,141,116,427,97,122,99,0.0
BlurCar2,0167.jpg,260,200,139,124,407,87,122,99,0.0
BlurCar2,0168.jpg,252,186,135,119,397,67,122,99,0.0
BlurCar2,0169.jpg,235,183,143,121,407,67,122,99,0.0
BlurCar2,0170.jpg,223,190,146,122,387,67,122,99,0.0
BlurCar2,0171.jpg,215,193,146,121,367,57,122,99,0.0
BlurCar2,0172.jpg,230,192,129,114,377,67,122,99,0.0
BlurCar2,0173.jpg,244,181,140,117,397,57,122,99,0.0
BlurCar2,0174.jpg,265,171,142,116,387,77,122,99,0.0035149384885764497
BlurCar2,0175.jpg,275,170,137,119,367,57,122,99,0.0
BlurCar2,0176.jpg,270,176,141,118,347,77,122,99,0.0
BlurCar2,0177.jpg,277,186,137,118,337,87,122,99,0.0
BlurCar2,0178.jpg,277,201,139,116,337,97,122,99,0.0
BlurCar2,0179.jpg,269,217,146,120,357,107,122,99,0.0
BlurCar2,0180.jpg,266,232,138,118,367,97,122,99,0.0
BlurCar2,0181.jpg,261,225,145,121,367,107,122,99,0.0
BlurCar2,0182.jpg,267,212,141,118,387,127,122,99,0.010344099641123074
BlurCar2,0183.jpg,273,199,144,116,387,147,122,99,0.05151249451994739
BlurCar2,0184.jpg,273,188,138,111,387,167,122,99,0.07334273624823695
BlurCar2,0185.jpg,260,175,131,111,387,147,122,99,0.010784127586861592
BlurCar2,0186.jpg,246,174,137,114,367,127,122,99,0.030970815961882073
BlurCar2,0187.jpg,234,179,145,121,357,117,122,99,0.028255059182894234
BlurCar2,0188.jpg,220,195,149,113,357,107,122,99,0.004586040371052358
BlurCar2,0189.jpg,221,216,144,117,347,117,122,99,0.0
BlurCar2,0190.jpg,241,229,152,116,347,127,122,99,0.0
BlurCar2,0191.jpg,280,221,146,117,357,137,122,99,0.0368
BlurCar2,0192.jpg,307,199,147,122,367,117,122,99,0.05183471769530018
BlurCar2,0193.jpg,307,190,140,114,377,107,122,99,0.041607846050969614
BlurCar2,0194.jpg,304,183,141,118,357,117,122,99,0.11250581125058112
BlurCar2,0195.jpg,324,181,141,117,357,117,122,99,0.15245009074410162
BlurCar2,0196.jpg,342,175,142,115,367,97,122,99,0.0946784324303495
BlurCar2,0197.jpg,351,173,139,111,377,77,122,99,0.01247791519434629
BlurCar2,0198.jpg,349,162,140,113,397,87,122,99,0.08594783962631374
BlurCar2,0199.jpg,325,169,142,114,377,77,122,99,0.022796352583586626
BlurCar2,0200.jpg,306,182,144,114,397,97,122,99,0.0267368117613145
BlurCar2,0201.jpg,332,190,135,107,407,117,122,99,0.06249248888354765
BlurCar2,0202.jpg,377,183,131,111,417,117,122,99,0.12715955284552846
BlurCar2,0203.jpg,408,183,132,111,417,117,122,99,0.17732558139534885
BlurCar2,0204.jpg,422,183,125,112,437,117,122,99,0.16170705630791163
BlurCar2,0205.jpg,419,197,137,112,427,127,122,99,0.14813264109864344
BlurCar2,0206.jpg,436,197,132,112,447,117,122,99,0.09359605911330049
BlurCar2,0207.jpg,457,192,122,106,457,127,122,99,0.19883040935672514
BlurCar2,0208.jpg,443,178,135,112,447,117,122,99,0.20547823774488078
BlurCar2,0209.jpg,418,180,132,108,427,117,122,99,0.20016406890894176
BlurCar2,0210.jpg,380,192,135,104,427,107,122,99,0.04950574620268424
BlurCar2,0211.jpg,340,202,132,108,427,97,122,99,0.0
BlurCar2,0212.jpg,323,205,129,107,427,97,122,99,0.0
BlurCar2,0213.jpg,330,199,136,106,407,117,122,99,0.03934722058765839
BlurCar2,0214.jpg,345,190,129,111,387,137,122,99,0.17870060281312794
BlurCar2,0215.jpg,357,181,133,109,397,127,122,99,0.18691380080393033
BlurCar2,0216.jpg,365,177,136,106,407,127,122,99,0.21043494152046785
BlurCar2,0217.jpg,362,183,120,102,417,127,122,99,0.1298610788458858
BlurCar2,0218.jpg,354,195,125,104,437,127,122,99,0.05476110363391656
BlurCar2,0219.jpg,346,207,125,104,437,137,122,99,0.040926448613647685
BlurCar2,0220.jpg,319,199,131,106,417,117,122,99,0.022084005826083532
BlurCar2,0221.jpg,274,190,132,110,397,137,122,99,0.015811182401466544
BlurCar2,0222.jpg,229,191,132,103,387,157,122,99,0.0
BlurCar2,0223.jpg,210,194,127,105,407,137,122,99,0.0
BlurCar2,0224.jpg,219,197,119,105,417,137,122,99,0.0
BlurCar2,0225.jpg,226,194,134,105,437,127,122,99,0.0
BlurCar2,0226.jpg,230,187,126,108,427,127,122,99,0.0
BlurCar2,0227.jpg,217,189,117,105,407,137,122,99,0.0
BlurCar2,0228.jpg,195,198,135,113,387,147,122,99,0.0
BlurCar2,0229.jpg,211,220,136,102,367,167,122,99,0.0
BlurCar2,0230.jpg,251,235,131,100,387,177,122,99,0.0
BlurCar2,0231.jpg,272,234,127,109,367,177,122,99,0.05468527485046995
BlurCar2,0232.jpg,253,235,121,106,367,157,122,99,0.0059377145857737205
BlurCar2,0233.jpg,216,227,124,100,357,157,122,99,0.0
BlurCar2,0234.jpg,190,223,128,102,377,177,122,99,0.0
BlurCar2,0235.jpg,190,220,121,100,377,177,122,99,0.0
BlurCar2,0236.jpg,211,216,133,104,377,167,122,99,0.0
BlurCar2,0237.jpg,257,215,134,107,357,167,122,99,0.07025362612430111
BlurCar2,0238.jpg,288,222,134,99,337,147,122,99,0.08753861997940268
BlurCar2,0239.jpg,289,225,129,99,327,147,122,99,0.08331153544336908
BlurCar2,0240.jpg,251,222,128,106,337,147,122,99,0.04091241172173066
BlurCar2,0241.jpg,194,225,126,100,317,167,122,99,0.00500916310323763
BlurCar2,0242.jpg,156,221,118,97,307,157,122,99,0.0
BlurCar2,0243.jpg,141,215,112,101,327,177,122,99,0.0
BlurCar2,0244.jpg,151,203,129,102,317,167,122,99,0.0
BlurCar2,0245.jpg,181,195,120,105,327,147,122,99,0.0
BlurCar2,0246.jpg,199,187,116,99,347,127,122,99,0.0
BlurCar2,0247.jpg,204,189,119,98,347,117,122,99,0.0
BlurCar2,0248.jpg,225,192,109,93,367,127,122,99,0.0
BlurCar2,0249.jpg,237,191,127,103,387,127,122,99,0.0
BlurCar2,0250.jpg,254,200,133,98,397,137,122,99,0.0
BlurCar2,0251.jpg,259,202,126,100,407,147,122,99,0.0
BlurCar2,0252.jpg,249,208,126,101,427,167,122,99,0.0
BlurCar2,0253.jpg,240,217,122,95,447,167,122,99,0.0
BlurCar2,0254.jpg,238,226,119,102,467,187,122,99,0.0
BlurCar2,0255.jpg,239,246,114,91,467,187,122,99,0.0
BlurCar2,0256.jpg,239,244,123,98,467,207,122,99,0.0
BlurCar2,0257.jpg,249,216,121,99,487,187,122,99,0.0
BlurCar2,0258.jpg,252,191,124,102,497,197,122,99,0.0
BlurCar2,0259.jpg,259,197,108,102,497,197,122,99,0.0
BlurCar2,0260.jpg,243,215,125,103,497,217,122,99,0.0
BlurCar2,0261.jpg,243,233,109,100,497,207,122,99,0.0
BlurCar2,0262.jpg,230,240,111,106,507,197,122,99,0.0
BlurCar2,0263.jpg,216,242,113,102,497,197,122,99,0.0
BlurCar2,0264.jpg,217,227,109,97,517,207,122,99,0.0
BlurCar2,0265.jpg,225,199,107,105,497,227,122,99,0.0
BlurCar2,0266.jpg,226,191,107,102,507,217,122,99,0.0
BlurCar2,0267.jpg,235,203,105,94,517,207,122,99,0.0
BlurCar2,0268.jpg,252,218,106,101,497,227,122,99,0.0
BlurCar2,0269.jpg,268,242,104,91,487,207,122,99,0.0
BlurCar2,0270.jpg,253,244,125,99,507,197,122,99,0.0
BlurCar2,0271.jpg,243,232,127,100,497,187,122,99,0.0
BlurCar2,0272.jpg,251,217,113,94,477,207,122,99,0.0
BlurCar2,0273.jpg,253,208,124,98,457,227,122,99,0.0
BlurCar2,0274.jpg,262,205,116,104,447,207,122,99,0.0
BlurCar2,0275.jpg,267,210,113,95,467,207,122,99,0.0
BlurCar2,0276.jpg,271,212,110,91,447,207,122,99,0.0
BlurCar2,0277.jpg,274,206,108,91,427,227,122,99,0.0
BlurCar2,0278.jpg,283,204,104,92,447,207,122,99,0.0
BlurCar2,0279.jpg,287,198,116,99,467,207,122,99,0.0
BlurCar2,0280.jpg,295,191,113,91,467,187,122,99,0.0
BlurCar2,0281.jpg,298,178,102,93,457,177,122,99,0.0
BlurCar2,0282.jpg,290,173,101,92,447,177,122,99,0.0
BlurCar2,0283.jpg,274,183,107,98,437,187,122,99,0.0
BlurCar2,0284.jpg,284,201,107,98,427,177,122,99,0.0
BlurCar2,0285.jpg,304,230,112,98,417,167,122,99,0.0
BlurCar2,0286.jpg,313,220,119,102,427,147,122,99,0.005397326247612721
BlurCar2,0287.jpg,300,191,118,99,417,137,122,99,0.0018975332068311196
BlurCar2,0288.jpg,286,179,107,97,437,137,122,99,0.0
BlurCar2,0289.jpg,267,183,111,101,417,147,122,99,0.0
BlurCar2,0290.jpg,272,200,105,98,407,167,122,99,0.0
BlurCar2,0291.jpg,289,212,105,92,397,157,122,99,0.0
BlurCar2,0292.jpg,290,214,114,97,397,157,122,99,0.01287102705542422
BlurCar2,0293.jpg,289,210,112,95,397,137,122,99,0.00459892102237552
BlurCar2,0294.jpg,284,190,113,96,417,147,122,99,0.0
BlurCar2,0295.jpg,275,167,110,100,417,167,122,99,0.0
BlurCar2,0296.jpg,286,169,103,90,427,167,122,99,0.0
BlurCar2,0297.jpg,306,180,108,94,447,177,122,99,0.0
BlurCar2,0298.jpg,319,191,105,97,437,197,122,99,0.0
BlurCar2,0299.jpg,292,183,108,93,437,187,122,99,0.0
BlurCar2,0300.jpg,256,177,106,87,457,167,122,99,0.0
BlurCar2,0301.jpg,232,176,102,89,477,177,122,99,0.0
BlurCar2,0302.jpg,236,180,103,88,497,157,122,99,0.0
BlurCar2,0303.jpg,254,170,104,87,497,137,122,99,0.0
BlurCar2,0304.jpg,272,165,102,94,517,127,122,99,0.0
BlurCar2,0305.jpg,271,161,114,90,507,117,122,99,0.0
BlurCar2,0306.jpg,254,158,104,88,487,107,122,99,0.0
BlurCar2,0307.jpg,226,164,98,92,477,107,122,99,0.0
BlurCar2,0308.jpg,208,176,99,91,487,127,122,99,0.0
BlurCar2,0309.jpg,203,186,104,90,487,137,122,99,0.0
BlurCar2,0310.jpg,183,196,110,86,497,147,122,99,0.0
BlurCar2,0311.jpg,164,201,110,97,477,147,122,99,0.0
BlurCar2,0312.jpg,156,212,120,92,487,167,122,99,0.0
BlurCar2,0313.jpg,170,209,119,92,467,157,122,99,0.0
BlurCar2,0314.jpg,191,191,114,94,447,157,122,99,0.0
BlurCar2,0315.jpg,196,184,123,100,437,167,122,99,0.0
BlurCar2,0316.jpg,186,189,121,93,417,187,122,99,0.0
BlurCar2,0317.jpg,177,199,114,91,427,167,122,99,0.0
BlurCar2,0318.jpg,184,209,109,95,437,177,122,99,0.0
BlurCar2,0319.jpg,199,201,111,95,427,157,122,99,0.0
BlurCar2,0320.jpg,210,182,111,94,437,167,122,99,0.0
BlurCar2,0321.jpg,217,162,109,92,447,157,122,99,0.0
BlurCar2,0322.jpg,239,154,106,87,467,137,122,99,0.0
BlurCar2,0323.jpg,252,165,113,84,467,157,122,99,0.0
BlurCar2,0324.jpg,254,179,110,89,467,177,122,99,0.0
BlurCar2,0325.jpg,251,197,102,88,477,157,122,99,0.0
BlurCar2,0326.jpg,247,198,99,83,487,157,122,99,0.0
BlurCar2,0327.jpg,243,171,104,84,507,137,122,99,0.0
BlurCar2,0328.jpg,232,146,95,82,497,117,122,99,0.0
BlurCar2,0329.jpg,216,145,103,85,507,97,122,99,0.0
BlurCar2,0330.jpg,211,152,119,97,487,97,122,99,0.0
BlurCar2,0331.jpg,233,177,114,92,467,117,122,99,0.0
BlurCar2,0332.jpg,250,187,105,86,447,117,122,99,0.0
BlurCar2,0333.jpg,260,181,101,86,437,137,122,99,0.0
BlurCar2,0334.jpg,275,167,101,81,457,117,122,99,0.0
BlurCar2,0335.jpg,286,159,100,88,477,97,122,99,0.0
BlurCar2,0336.jpg,287,170,104,87,487,97,122,99,0.0
BlurCar2,0337.jpg,279,186,111,87,487,117,122,99,0.0
BlurCar2,0338.jpg,253,188,104,86,477,137,122,99,0.0
BlurCar2,0339.jpg,205,179,111,85,477,137,122,99,0.0
BlurCar2,0340.jpg,171,168,104,88,457,147,122,99,0.0
BlurCar2,0341.jpg,158,165,110,88,437,127,122,99,0.0
BlurCar2,0342.jpg,160,172,108,92,427,127,122,99,0.0
BlurCar2,0343.jpg,168,181,105,86,407,147,122,99,0.0
BlurCar2,0344.jpg,179,181,101,83,427,127,122,99,0.0
BlurCar2,0345.jpg,200,174,108,83,427,127,122,99,0.0
BlurCar2,0346.jpg,233,164,99,87,437,127,122,99,0.0
BlurCar2,0347.jpg,248,167,104,84,437,107,122,99,0.0
BlurCar2,0348.jpg,255,162,93,82,427,117,122,99,0.0
BlurCar2,0349.jpg,244,160,116,89,427,107,122,99,0.0
BlurCar2,0350.jpg,249,170,98,77,417,127,122,99,0.0
BlurCar2,0351.jpg,234,177,102,95,407,137,122,99,0.0
BlurCar2,0352.jpg,229,197,98,84,417,147,122,99,0.0
BlurCar2,0353.jpg,208,205,100,82,427,157,122,99,0.0
BlurCar2,0354.jpg,175,208,101,87,437,157,122,99,0.0
BlurCar2,0355.jpg,146,208,100,83,437,137,122,99,0.0
BlurCar2,0356.jpg,118,203,101,83,427,157,122,99,0.0
BlurCar2,0357.jpg,119,197,99,82,407,167,122,99,0.0
BlurCar2,0358.jpg,132,195,99,85,387,157,122,99,0.0
BlurCar2,0359.jpg,161,193,98,80,407,147,122,99,0.0
BlurCar2,0360.jpg,180,183,103,89,407,137,122,99,0.0
BlurCar2,0361.jpg,193,176,110,89,397,117,122,99,0.0
BlurCar2,0362.jpg,214,177,107,86,417,117,122,99,0.0
BlurCar2,0363.jpg,226,174,120,90,437,137,122,99,0.0
BlurCar2,0364.jpg,241,160,108,89,417,117,122,99,0.0
BlurCar2,0365.jpg,225,144,111,89,417,97,122,99,0.0
BlurCar2,0366.jpg,210,150,98,91,397,97,122,99,0.0
BlurCar2,0367.jpg,199,155,101,90,397,97,122,99,0.0
BlurCar2,0368.jpg,210,159,100,83,407,97,122,99,0.0
BlurCar2,0369.jpg,226,165,109,88,397,107,122,99,0.0
BlurCar2,0370.jpg,236,158,119,86,377,107,122,99,0.0
BlurCar2,0371.jpg,255,142,104,88,387,117,122,99,0.0
BlurCar2,0372.jpg,259,140,115,91,397,107,122,99,0.0
BlurCar2,0373.jpg,261,145,107,87,387,97,122,99,0.0
BlurCar2,0374.jpg,253,151,105,86,397,77,122,99,0.0
BlurCar2,0375.jpg,237,167,119,95,387,97,122,99,0.0
BlurCar2,0376.jpg,241,186,109,88,367,117,122,99,0.0
BlurCar2,0377.jpg,243,190,104,83,367,127,122,99,0.0
BlurCar2,0378.jpg,245,186,107,90,377,127,122,99,0.0
BlurCar2,0379.jpg,260,181,102,87,357,117,122,99,0.0084227751840978
BlurCar2,0380.jpg,269,166,98,85,377,127,122,99,0.0
BlurCar2,0381.jpg,281,157,101,88,387,137,122,99,0.0
BlurCar2,0382.jpg,302,166,107,82,377,137,122,99,0.12035246077799269
BlurCar2,0383.jpg,324,183,107,84,397,157,122,99,0.13355574687903574
BlurCar2,0384.jpg,336,199,93,87,377,137,122,99,0.10545354891751164
BlurCar2,0385.jpg,304,228,98,81,357,157,122,99,0.0671785028790787
BlurCar2,0386.jpg,275,236,96,84,357,167,122,99,0.02129601460298144
BlurCar2,0387.jpg,256,219,99,79,337,177,122,99,0.05436337625178827
BlurCar2,0388.jpg,259,193,101,85,337,157,122,99,0.0754137607994171
BlurCar2,0389.jpg,255,176,95,81,337,137,122,99,0.04106776180698152
BlurCar2,0390.jpg,239,179,104,83,327,127,122,99,0.03767912616494639
BlurCar2,0391.jpg,250,193,109,88,337,137,122,99,0.045647558386411886
BlurCar2,0392.jpg,274,214,102,86,357,157,122,99,0.039796529024536204
BlurCar2,0393.jpg,271,224,101,80,377,147,122,99,0.0
BlurCar2,0394.jpg,272,204,93,86,367,127,122,99,0.0
BlurCar2,0395.jpg,273,182,99,83,357,117,122,99,0.02577710386656558
BlurCar2,0396.jpg,271,175,100,92,357,117,122,99,0.027724111282843893
BlurCar2,0397.jpg,274,195,105,91,367,137,122,99,0.023272314460053924
BlurCar2,0398.jpg,283,219,101,91,377,147,122,99,0.00896584440227704
BlurCar2,0399.jpg,294,212,93,84,367,127,122,99,0.014278429372768995
